INSTNM,STABBR,CONTROL,COMPL_RPY_1YR_RT,PCTPELL,COSTT4_A,MD_EARN_WNE_P10,GRAD_DEBT_MDN,COMPL_RPY_3YR_RT,UGDS,PREDDEG,repayment_risk
DuVall's School of Cosmetology,TX,3,0.6,0.6054,,30572.0,7917.0,0.5943396226,65.0,1,0
Avenue Five Institute,TX,3,0.4864864865,0.4649,,30280.0,7917.0,0.5598455598,316.0,1,0
Aveda Arts & Sciences Institute Seattle,WA,3,0.5109717868,0.1784,,32491.0,7773.0,0.5465838509,154.0,1,0
West Coast University-Orange County,CA,3,0.6869047619,0.411,34887.0,102672.0,32946.0,0.7936979786,3192.0,3,0
West Coast University-Ontario,CA,3,0.6869047619,0.4934,53706.0,102672.0,32946.0,0.7936979786,2671.0,3,0
Paul Mitchell the School-Chicago,IL,3,0.4502923977,0.6154,,27652.0,13598.0,0.4635568513,160.0,1,0
Miller-Motte College-Fayetteville,NC,3,0.3793103448,0.7,,31102.0,15917.0,0.3974763407,336.0,1,1
Miller-Motte College-Columbus,GA,3,0.3793103448,0.947,,31102.0,15917.0,0.3974763407,190.0,1,1
Fortis College-Indianapolis,IN,3,0.2052194543,0.794,35300.0,34726.0,13000.0,0.2768065268,322.0,1,1
Empire Beauty School-E Memphis,TN,3,0.2897727273,0.6322,,22377.0,10667.0,0.3290203327,156.0,1,1
Empire Beauty School-Nashville,TN,3,0.3591269841,0.4976,,23921.0,10667.0,0.3861386139,111.0,1,1
Empire Beauty School-Jackson,TN,3,0.310782241,0.6526,,24397.0,10667.0,0.3251028807,73.0,1,1
Empire Beauty School-Springfield,PA,3,0.2907216495,0.7089,,25073.0,13000.0,0.3367556468,188.0,1,1
Empire Beauty School-Speedway,IN,3,0.3220720721,0.6502,,24407.0,13583.0,0.3503325942,166.0,1,1
Empire Beauty School-Morrow,GA,3,0.310782241,0.6935,,24397.0,10667.0,0.3251028807,242.0,1,1
Strayer University-Arkansas,AR,3,0.3378640777,0.8969,,40092.0,40621.0,0.4244974287,695.0,3,1
Strayer University-Georgia,GA,3,0.3378640777,0.8178,25158.0,40092.0,40621.0,0.4244974287,4299.0,3,1
Strayer University-Mississippi,MS,3,0.3378640777,0.8675,,40092.0,40621.0,0.4244974287,882.0,3,1
Strayer University-South Carolina,SC,3,0.3378640777,0.8197,25158.0,40092.0,40621.0,0.4244974287,1868.0,3,1
Strayer University-Texas,TX,3,0.3378640777,0.7927,,40092.0,40621.0,0.4244974287,2293.0,3,1
Empire Beauty School-Charlotte,NC,3,0.2938931298,0.7708,,24022.0,10667.0,0.324691358,90.0,1,1
Empire Beauty School-Winston-Salem,NC,3,0.310782241,0.7045,,24397.0,10667.0,0.3251028807,80.0,1,1
Empire Beauty School-West Palm,FL,3,0.2907216495,0.7542,,25073.0,13000.0,0.3367556468,96.0,1,1
Empire Beauty School-Pineville,NC,3,0.33632287,0.6134,,23925.0,13000.0,0.3449781659,75.0,1,1
Paul Mitchell the School-Phoenix,AZ,3,0.384057971,0.5356,,29340.0,16779.0,0.3986013986,137.0,1,1
Paul Mitchell the School-Modesto,CA,3,0.4309859155,0.6314,,28691.0,6211.0,0.4269972452,218.0,1,0
Paul Mitchell the School-Fresno,CA,3,0.4068627451,0.6918,,29671.0,11277.0,0.4154589372,223.0,1,0
Unitek College,CA,3,0.6522435897,0.4493,,79550.0,10700.0,0.6864274571,4972.0,1,0
Gurnick Academy of Medical Arts,CA,3,0.5497630332,0.365,,66844.0,17317.0,0.6086286595,3421.0,1,0
Paul Mitchell the School-East Bay,CA,3,0.5983263598,0.454,,29418.0,13083.0,0.6202531646,184.0,1,0
South University-Richmond,VA,3,0.3869922751,0.3906,36577.0,34421.0,26123.0,0.4526239067,232.0,3,1
South University-Virginia Beach,VA,3,0.3869922751,0.5278,36577.0,34421.0,26123.0,0.4526239067,240.0,3,1
Aveda Institute-Denver,CO,3,0.5257142857,0.3165,,38020.0,9829.0,0.58,280.0,1,0
Paul Mitchell the School-Colorado Springs,CO,3,0.417721519,0.5775,,27683.0,7667.0,0.4649681529,204.0,1,0
Paul Mitchell the School-Delaware,DE,3,0.3816793893,0.5122,,32242.0,9833.0,0.4263565891,148.0,1,1
The Salon Professional Academy-Evansville,IN,3,0.4795918367,0.1935,,26881.0,9833.0,0.5257731959,162.0,1,0
Nova Academy of Cosmetology,MN,3,0.5180722892,0.3524,,32156.0,9424.0,0.5432098765,205.0,1,0
Summit Salon Academy,WA,3,0.4967320261,0.4253,,31648.0,9785.0,0.5660377358,138.0,1,0
Paul Mitchell the School-Milwaukee,WI,3,0.4632352941,0.4578,,25122.0,10486.0,0.5319148936,140.0,1,0
Herzing University-Kenosha,WI,2,0.3902261123,0.6225,28414.0,36909.0,21500.0,0.4517045455,522.0,3,1
Herzing University-Brookfield,WI,2,0.3902261123,0.6728,27844.0,36909.0,21500.0,0.4517045455,380.0,3,1
Fortis Institute,TX,3,0.2040217847,0.79,,33193.0,9500.0,0.240516882,422.0,1,1
Southern Careers Institute-Brownsville,TX,3,0.1898366606,0.7288,,27035.0,8708.0,0.2242314647,631.0,1,1
Southern Careers Institute-Harlingen,TX,3,0.1898366606,0.7228,,27035.0,8708.0,0.2242314647,543.0,1,1
Strayer University-Global Region,DC,3,0.3378640777,0.5443,25158.0,40092.0,40621.0,0.4244974287,9376.0,3,1
Kenneth Shuler School of Cosmetology-Florence,SC,3,0.1952662722,0.7679,,25542.0,8661.0,0.216374269,172.0,1,1
Fortis College-Columbia,SC,3,0.2366679642,0.7721,27793.0,36368.0,12547.0,0.2979047619,582.0,1,1
Ross Medical Education Center-Davison,MI,3,0.3137955683,0.7857,,29898.0,9500.0,0.3475177305,53.0,1,1
Ross Medical Education Center-Granger,IN,3,0.3048180924,0.7034,,30481.0,9500.0,0.3288069835,172.0,1,1
Ross Medical Education Center-Niles,OH,3,0.3238822246,0.7516,,30072.0,9500.0,0.3530054645,99.0,1,1
Ross Medical Education Center-Canton,MI,3,0.2684845307,0.6242,,30060.0,9500.0,0.3058579575,92.0,1,1
Pima Medical Institute-Houston,TX,3,0.4734714004,0.5568,,38673.0,9500.0,0.5043520309,1068.0,1,0
Illinois Media School-Chicago Campus,IL,3,0.3891752577,0.6212,,38284.0,9500.0,0.4010025063,66.0,1,1
Miller-Motte College-STVT-San Antonio,TX,3,0.3793103448,0.7137,,31102.0,15917.0,0.3974763407,762.0,1,1
Concorde Career College-Dallas,TX,3,0.411908646,0.7508,,42456.0,9500.0,0.462211615,194.0,1,0
Concorde Career Institute-Orlando,FL,3,0.2645875252,0.6026,,34098.0,9500.0,0.3125,95.0,1,1
Concorde Career College-San Antonio,TX,3,0.3242506812,0.6888,,35242.0,9500.0,0.3671562083,195.0,1,1
Johnson & Wales University-Online,RI,2,0.7355204536,0.3623,26864.0,43418.0,26000.0,0.8025682183,2202.0,3,0
Moreno Valley College,CA,1,0.7272727273,0.2176,15934.0,52133.0,,0.775862069,9346.0,2,0
Dorsey College-Saginaw,MI,3,0.2099676973,0.8492,36916.0,29392.0,13000.0,0.2515981735,183.0,1,1
Milan Institute of Cosmetology-El Paso,TX,3,0.2522796353,0.67,,22378.0,6333.0,0.2939759036,448.0,1,1
Universal Technical Institute-Dallas Fort Worth,TX,3,0.5628328009,0.5626,,51222.0,14267.0,0.5864082825,1610.0,2,0
Artistic Nails and Beauty Academy-Lakeland,FL,3,0.121875,0.5908,,20948.0,6333.0,0.1975308642,185.0,1,1
Hawaii Medical College,HI,3,0.5476190476,0.4424,36252.0,38880.0,13000.0,0.5476190476,194.0,1,0
Miller-Motte College-Jacksonville,NC,3,0.3793103448,0.5602,,31102.0,15917.0,0.3974763407,195.0,1,1
Miller-Motte College-Augusta,GA,3,0.3793103448,0.8131,,31102.0,15917.0,0.3974763407,506.0,1,1
Miller-Motte College-Conway,SC,3,0.3793103448,0.5219,,31102.0,15917.0,0.3974763407,3.0,1,1
Aveda Institute-Portland,OR,3,0.4761904762,0.4334,,33003.0,6826.0,0.5239852399,238.0,1,0
Chamberlain University-Virginia,VA,3,0.622781457,0.4444,45594.0,92405.0,20919.0,0.6646356943,557.0,3,0
Ogle School Hair Skin Nails-North Dallas,TX,3,0.3385049365,0.6151,,26885.0,7917.0,0.3891213389,312.0,1,1
The Salon Professional Academy,AR,3,0.4888888889,0.4691,,,6333.0,0.5714285714,106.0,1,0
The Salon Professional Academy-St Charles,MO,3,0.4333333333,0.3462,,34900.0,8589.0,0.4456521739,132.0,1,0
Mildred Elley-New York Campus,NY,3,0.2614457831,0.6853,33249.0,38830.0,19000.0,0.2873831776,961.0,1,1
Crestpoint University,AZ,3,0.3675213675,0.5026,19927.0,42269.0,24853.0,0.3675213675,385.0,3,1
New York Film Academy,CA,3,0.4928909953,0.1793,62210.0,29633.0,16000.0,0.5366972477,849.0,1,0
Bella Capelli Academy,PA,3,0.6048387097,0.3521,,25817.0,8028.0,0.6229508197,259.0,1,0
Meridian Institute of Surgical Assisting,TN,3,0.6373626374,0.2617,,62978.0,6840.0,0.6363636364,805.0,1,0
Paul Mitchell the School-St Louis,MO,3,0.358974359,0.4836,,33132.0,9833.0,0.4639175258,214.0,1,1
Advanced Training Institute,NV,3,0.4023904382,0.5152,,45893.0,7600.0,0.3984063745,605.0,1,1
Taylor Andrews Academy of Hair Design-West Jordan,UT,3,0.4947368421,0.3856,,36048.0,10556.0,0.4946236559,144.0,1,0
Aveda Institute-New Mexico,NM,3,0.4797297297,0.4979,,,7000.0,0.5172413793,161.0,1,0
Elite Cosmetology School,CA,3,0.2666666667,0.6635,,17966.0,8164.0,0.3863636364,115.0,1,1
Capilo School of Hair Design,ME,3,0.5363636364,0.4068,,,7700.0,0.5412844037,156.0,1,0
Atelier Esthetique Institute of Esthetics,NY,3,0.6296296296,0.5158,,40826.0,5846.0,0.6263157895,299.0,1,0
Cinta Aveda Institute,CA,3,0.5951219512,0.4477,,34937.0,6333.0,0.6038647343,117.0,1,0
Long Island Nail Skin & Hair Institute,NY,3,0.5487804878,0.2629,,23404.0,5611.0,0.5411764706,249.0,1,0
Southern California Health Institute,CA,3,0.4783950617,0.84,,34558.0,9500.0,0.506097561,156.0,1,0
The Salon Professional Academy-Kenosha,WI,3,0.4563106796,0.6794,,24941.0,6333.0,0.5098039216,130.0,1,0
Paul Mitchell the School-Indianapolis,IN,3,0.5446428571,0.3162,,34913.0,9500.0,0.5897435897,178.0,1,0
Taylor Andrews Academy-St George,UT,3,0.4545454545,0.3808,,17368.0,7505.0,0.5657894737,127.0,1,0
Northeast Technical Institute,ME,3,0.5236768802,0.3948,,,8708.0,0.5289256198,74.0,1,0
Paul Mitchell the School-Las Vegas,NV,3,0.5934065934,0.4688,,,13667.0,0.606557377,204.0,1,0
Florida Academy,FL,3,0.5,0.054,,,6333.0,0.5319148936,350.0,1,0
Paul Mitchell the School-Spokane,WA,3,0.450867052,0.6029,,27209.0,10556.0,0.4772727273,296.0,1,0
University of Connecticut-Hartford Campus,CT,1,0.8146619497,0.4565,26946.0,73997.0,21500.0,0.8497723824,1525.0,3,0
Ottawa University-Surprise,AZ,2,0.5584218513,0.3984,52170.0,55552.0,21500.0,0.6164179104,836.0,3,0
Chamberlain University-Missouri,MO,3,0.622781457,0.5488,38999.0,92405.0,20919.0,0.6646356943,284.0,3,0
Chamberlain University-Texas,TX,3,0.622781457,0.5373,38480.0,92405.0,20919.0,0.6646356943,2270.0,3,0
Continental School of Beauty Culture-Mattydale,NY,3,0.3736128237,0.6296,,23906.0,6333.0,0.4139194139,152.0,1,1
Paul Mitchell the School-Columbia,SC,3,0.4299287411,0.5759,,26696.0,11740.0,0.4530516432,256.0,1,0
Paul Mitchell the School-Charleston,SC,3,0.4299287411,0.5441,,26696.0,11740.0,0.4530516432,264.0,1,0
Kenneth Shuler School of Cosmetology-Greenville,SC,3,0.3317757009,0.6123,,23193.0,6333.0,0.3287671233,157.0,1,1
Northwest College-Eugene,OR,3,0.3498871332,0.4863,,24421.0,7564.0,0.3808463252,139.0,1,1
Northwest College-Tualatin,OR,3,0.3498871332,0.3944,,24421.0,7564.0,0.3808463252,35.0,1,1
CET-Soledad,CA,2,0.3215946844,0.4199,,32986.0,7041.0,0.3443380654,155.0,1,1
UEI College-Oceanside,CA,3,0.2392897866,0.6725,,31141.0,9500.0,0.2699100835,814.0,1,1
Paul Mitchell the School-New Orleans,LA,3,0.6382978723,0.6239,,25699.0,9833.0,0.570212766,185.0,1,0
UEI College-Garden Grove,CA,3,0.2392897866,0.7431,,31141.0,9500.0,0.2699100835,1073.0,1,1
New England Tractor Trailer Training School of Massachusetts,MA,3,0.4128166915,0.6451,,53085.0,6333.0,0.4436090226,430.0,1,0
Allen School-Phoenix,AZ,3,0.2919090428,0.9091,,34186.0,9500.0,0.3305174234,8.0,1,1
Oklahoma Technical College,OK,2,0.4268907563,0.6651,,28954.0,8898.0,0.3975,128.0,1,0
Unitech Training Academy-Alexandria,LA,3,0.5267175573,0.7774,,24707.0,8721.0,0.4593147752,86.0,1,0
UEI College-Riverside,CA,3,0.2189285714,0.7137,,30848.0,9500.0,0.256227758,1616.0,1,1
WellSpring School of Allied Health-Lawrence,KS,3,0.546875,0.8197,,29839.0,7917.0,0.5736434109,37.0,1,0
Avalon Institute-Phoenix,AZ,3,0.405904059,0.703,,30803.0,6332.0,0.4221014493,219.0,1,0
Avalon Institute-Layton,UT,3,0.405904059,0.5646,,30803.0,6332.0,0.4221014493,186.0,1,0
Aveda Institute-Des Moines,IA,3,0.6397058824,0.4139,,36132.0,8461.0,0.6277372263,244.0,1,0
Fortis Institute-Lawrenceville,NJ,3,0.3668831169,0.7898,,36920.0,9500.0,0.395273899,373.0,1,1
Miller-Motte College-Macon,GA,3,0.3793103448,0.9132,,31102.0,15917.0,0.3974763407,230.0,1,1
South University-Savannah Online,GA,3,0.3869922751,0.796,34298.0,34421.0,26123.0,0.4526239067,6433.0,3,1
San Joaquin Valley College-Temecula,CA,3,0.3000723066,0.5352,,38317.0,10674.0,0.3603716277,650.0,1,1
Whitworth University-Adult Degree Programs,WA,2,0.7485632184,0.4588,,58561.0,25000.0,0.7862165963,145.0,3,0
Springfield College-Regional Online and Continuing Education,MA,2,0.5884194053,0.5894,,48036.0,26250.0,0.6461538462,176.0,3,0
Marian Health Careers Center-Van Nuys Campus,CA,3,0.46875,0.4098,,63612.0,12337.0,0.5797101449,90.0,1,0
Milan Institute-Las Vegas,NV,3,0.2833333333,0.7012,,24879.0,6333.0,0.3090010977,331.0,1,1
Finger Lakes Health College of Nursing & Health Sciences,NY,2,0.5185659411,0.6615,,40054.0,12975.0,0.5876042908,65.0,2,0
Paul Mitchell the School-Arlington,TX,3,0.4456035768,0.5518,,28693.0,8505.0,0.5074183976,360.0,1,0
Paul Mitchell the School-Fort Myers,FL,3,0.5321637427,0.3421,,16715.0,9667.0,0.5147928994,104.0,1,0
Paul Mitchell the School-Raleigh,NC,3,0.3846153846,0.605,,,10500.0,0.4096385542,130.0,1,1
UCAS University of Cosmetology Arts & Sciences-La Joya,TX,3,0.4154228856,0.988,,19880.0,6447.0,0.4373464373,51.0,1,0
Chamberlain University-Georgia,GA,3,0.622781457,0.5157,38272.0,92405.0,20919.0,0.6646356943,1940.0,3,0
Chamberlain University-Indiana,IN,3,0.622781457,0.5537,28094.0,92405.0,20919.0,0.6646356943,144.0,3,0
Tulsa Welding School-Jacksonville,FL,3,0.4083629893,0.6303,,41067.0,9500.0,0.4084257206,579.0,1,0
Empire Beauty School-Virginia Beach,VA,3,0.3220720721,0.6314,,24407.0,13583.0,0.3503325942,163.0,1,1
Ross College-Morgantown,WV,3,0.3048180924,0.7297,,30481.0,9500.0,0.3288069835,30.0,1,1
Miami Ad School-New York,NY,3,0.7247706422,0.0625,,106192.0,25967.0,0.8,31.0,1,0
Vogue College of Cosmetology-San Antonio Fredericksburg,TX,3,0.5306122449,0.7,,,6333.0,0.5306122449,90.0,1,0
Vogue College of Cosmetology,TX,3,0.34375,0.6825,,,6333.0,0.4117647059,92.0,1,1
Athena Career Academy,OH,3,0.1636363636,0.7626,,,14120.0,0.2612612613,516.0,1,1
Rio Grande Valley College,TX,3,0.2959183673,0.5867,,,12359.0,0.35,808.0,1,1
Unitek College,CA,3,0.6202531646,0.4186,,87877.0,10700.0,0.7051282051,191.0,1,0
Florida Institute of Recording Sound and Technology,FL,3,0.3474576271,0.4499,,,9500.0,0.4344262295,757.0,1,1
Paul Mitchell the School-Reno,NV,3,0.51,0.4678,,,10500.0,0.6060606061,161.0,1,0
Austin Kade Academy,ID,3,0.4160583942,0.5338,,,6333.0,0.4460431655,82.0,1,0
Wade Gordon Hairdressing Academy,TX,3,0.3529411765,0.6538,,,9833.0,,129.0,1,1
Colorado State University Global,CO,1,0.6157480315,0.2727,21201.0,76813.0,25000.0,0.6646795827,6563.0,3,0
West Coast University-Texas,TX,3,0.6869047619,0.5513,30119.0,102672.0,32946.0,0.7936979786,1162.0,3,0
Evangel University-James River Assembly of God Church,MO,2,0.6963249516,0.449,31042.0,46573.0,24736.0,0.7363636364,89.0,2,0
Empire Beauty School-Savannah,GA,3,0.2938931298,0.6032,,24022.0,10667.0,0.324691358,127.0,1,1
Ogle School Hair Skin Nails-Denton,TX,3,0.3516260163,0.5791,,31055.0,7917.0,0.377016129,228.0,1,1
Empire Beauty School-West Greensboro,NC,3,0.3220720721,0.7243,,24407.0,13583.0,0.3503325942,99.0,1,1
Hays Academy of Hair Design,KS,3,0.4444444444,0.5287,,23712.0,9833.0,0.5425531915,46.0,1,0
Bellus Academy,KS,3,0.5626134301,0.4537,,25223.0,7917.0,0.5831842576,209.0,1,0
MotoRing Technical Training Institute,RI,3,0.5734072022,0.3133,,48281.0,9500.0,0.593220339,124.0,1,0
Unitek College,CA,3,0.6202531646,0.4981,,87877.0,10700.0,0.7051282051,284.0,1,0
Pennsylvania State University-World Campus,PA,1,0.7603633361,0.3143,27678.0,63435.0,25000.0,0.7931937173,7877.0,3,0
MyComputerCareer at Raleigh,NC,3,0.7313432836,0.6558,,,9500.0,0.7772277228,1466.0,1,0
South University-Austin,TX,3,0.3869922751,0.5926,33349.0,34421.0,26123.0,0.4526239067,211.0,3,1
Bryant & Stratton College-Online,NY,2,0.24356324,0.7823,21430.0,32568.0,21549.0,0.3042521994,8841.0,1,1
Ogle School Hair Skin Nails-San Antonio,TX,3,0.3516260163,0.6571,,31055.0,7917.0,0.377016129,466.0,1,1
Warner Pacific University Professional and Graduate Studies,OR,2,0.5293132328,0.3292,,55204.0,25000.0,0.6039279869,144.0,3,0
Platt College-Riverside,CA,3,0.3043478261,0.694,28676.0,40669.0,18685.0,0.3832402235,413.0,2,1
Empire Beauty School-Glen Burnie,MD,3,0.2907216495,0.6692,,25073.0,13000.0,0.3367556468,77.0,1,1
UEI College-Stockton,CA,3,0.2392897866,0.7016,,31141.0,9500.0,0.2699100835,868.0,1,1
Ross Medical Education Center-Dayton,OH,3,0.321656051,0.6379,,33079.0,9500.0,0.350931677,84.0,1,1
Ross Medical Education Center-Ontario,OH,3,0.3137955683,0.7326,,29898.0,9500.0,0.3475177305,79.0,1,1
Ross Medical Education Center-Bowling Green,KY,3,0.2684845307,0.6887,,30060.0,9500.0,0.3058579575,57.0,1,1
Florida Institute of Technology-Online,FL,2,0.8,0.4897,24762.0,43137.0,27000.0,0.831838565,475.0,3,0
Rasmussen University-Kansas,KS,3,0.4100835805,0.5677,31095.0,39080.0,20899.0,0.4774930288,359.0,2,0
The College of Health Care Professions-Dallas,TX,3,0.3992395437,0.6929,,38922.0,9120.0,0.4007490637,720.0,1,1
The College of Health Care Professions-Fort Worth,TX,3,0.3626062323,0.6037,,33070.0,9500.0,0.3923578751,1076.0,1,1
New England Tractor Trailer Training School of CT-Bridgeport,CT,3,0.4103489771,0.7876,,44444.0,6333.0,0.4314903846,428.0,1,0
Paul Mitchell the School-Woodbridge,VA,3,0.4565217391,,,34949.0,13000.0,0.4556574924,0.0,1,0
Empire Beauty School-Augusta,GA,3,0.3591269841,0.7101,,23921.0,10667.0,0.3861386139,73.0,1,1
South University-High Point,NC,3,0.3869922751,0.4571,,34421.0,26123.0,0.4526239067,67.0,2,1
Empire Beauty School-Vernon Hills,IL,3,0.3220720721,0.6023,,24407.0,13583.0,0.3503325942,50.0,1,1
Empire Beauty School-Stone Park,IL,3,0.3220720721,0.6897,,24407.0,13583.0,0.3503325942,136.0,1,1
San Joaquin Valley College-Lancaster,CA,3,0.3000723066,0.7268,,38317.0,10674.0,0.3603716277,257.0,1,1
Empire Beauty School-Rochester,NY,3,0.2938931298,0.6761,,24022.0,10667.0,0.324691358,67.0,1,1
Ross Medical Education Center-Kokomo,IN,3,0.321656051,0.6887,,33079.0,9500.0,0.350931677,75.0,1,1
Ross Medical Education Center-Erlanger,KY,3,0.3137955683,0.6296,,29898.0,9500.0,0.3475177305,77.0,1,1
Ross Medical Education Center-Charleston,WV,3,0.3238822246,0.7857,,30072.0,9500.0,0.3530054645,65.0,1,1
InterCoast Colleges-Fairfield,CA,3,0.2176801226,0.5929,,36089.0,10313.0,0.278506559,183.0,1,1
Southern Careers Institute-San Antonio,TX,3,0.1898366606,0.6479,,27035.0,8708.0,0.2242314647,1089.0,1,1
Milan Institute-Merced,CA,3,0.2833333333,0.6495,,24879.0,6333.0,0.3090010977,359.0,1,1
Midwest Technical Institute-Missouri,MO,3,0.3142108328,0.6473,,33601.0,9500.0,0.3136231884,396.0,1,1
Augusta University,GA,1,0.7086834734,0.3879,23524.0,48472.0,20500.0,0.7541436464,5613.0,3,0
Middle Georgia State University,GA,1,0.5175,0.4288,19617.0,40863.0,19000.0,0.5645933014,6574.0,3,0
Aviation Institute of Maintenance-Las Vegas,NV,3,0.1930294906,0.2952,30078.0,48191.0,31500.0,0.2579787234,429.0,1,1
UEI College-Bakersfield,CA,3,0.1850035039,0.7751,,27688.0,9500.0,0.2347222222,1415.0,1,1
DeVry College of New York,NY,3,0.4439878506,0.5143,25596.0,45987.0,24807.0,0.5539479488,86.0,3,0
DeVry University-Arizona,AZ,3,0.4439878506,0.4091,,45987.0,24807.0,0.5539479488,6.0,3,0
DeVry University-California,CA,3,0.4439878506,0.6183,40687.0,45987.0,24807.0,0.5539479488,2378.0,1,0
DeVry University-Florida,FL,3,0.4439878506,0.6223,40132.0,45987.0,24807.0,0.5539479488,109.0,3,0
DeVry University-Georgia,GA,3,0.4439878506,0.7373,38315.0,45987.0,24807.0,0.5539479488,516.0,3,0
DeVry University-Illinois,IL,3,0.4439878506,0.6843,38660.0,45987.0,24807.0,0.5539479488,27825.0,1,0
DeVry University-Nevada,NV,3,0.4439878506,0.25,,45987.0,24807.0,0.5539479488,1.0,3,0
DeVry University-New Jersey,NJ,3,0.4439878506,0.7059,42312.0,45987.0,24807.0,0.5539479488,62.0,3,0
DeVry University-Ohio,OH,3,0.4439878506,0.7936,34318.0,45987.0,24807.0,0.5539479488,210.0,3,0
DeVry University-Texas,TX,3,0.4439878506,0.5385,,45987.0,24807.0,0.5539479488,8.0,3,0
DeVry University-Virginia,VA,3,0.4439878506,0.52,42312.0,45987.0,24807.0,0.5539479488,13.0,3,0
University of North Georgia,GA,1,0.7308377897,0.2809,18177.0,50135.0,17750.0,0.7750865052,16146.0,3,0
South Georgia State College,GA,1,0.4457142857,0.524,16177.0,35697.0,11500.0,0.4945652174,1466.0,2,0
Northeastern University Professional Programs,MA,2,0.8333333333,0.11,,92538.0,24250.0,0.8671808055,1802.0,3,0
American Institute-Toms River,NJ,3,0.2618083671,0.7879,,28710.0,11979.0,0.30171278,484.0,1,1
Arizona College-Mesa,AZ,3,0.3370786517,0.8022,,34657.0,9500.0,0.3667400881,140.0,1,1
American College of Healthcare and Technology,CA,3,0.2075055188,0.8893,,31109.0,9500.0,0.2406181015,125.0,1,1
Central Georgia Technical College,GA,1,0.3636363636,0.304,14577.0,30848.0,9608.0,0.3364485981,6174.0,1,1
Arizona State University Digital Immersion,AZ,1,0.659742065,0.398,,62668.0,19500.0,0.7006873106,53782.0,3,0
Paul Mitchell the School-Lombard,IL,3,0.4502923977,0.3883,,27652.0,13598.0,0.4635568513,52.0,1,0
Paul Mitchell the School-Greenville,SC,3,0.4299287411,0.6441,,26696.0,11740.0,0.4530516432,196.0,1,0
Delta College of Arts & Technology-Lafayette Campus,LA,3,0.5860566449,0.7259,,34222.0,7393.0,0.5592515593,189.0,1,0
Delta College-Slidell Campus,LA,3,0.6148148148,0.8211,,32044.0,6397.0,0.599009901,162.0,1,0
Dorsey College-Dearborn,MI,3,0.2099676973,0.8822,30532.0,29392.0,13000.0,0.2515981735,430.0,1,1
Ross Medical Education Center-Owensboro,KY,3,0.3048180924,0.7,,30481.0,9500.0,0.3288069835,38.0,1,1
Ross Medical Education Center-Evansville,IN,3,0.321656051,0.561,,33079.0,9500.0,0.350931677,91.0,1,1
Ross Medical Education Center-Johnson City,TN,3,0.321656051,0.6899,,33079.0,9500.0,0.350931677,87.0,1,1
North-West College-Anaheim,CA,3,0.3628318584,0.5889,,39876.0,9500.0,0.410122164,513.0,1,1
North-West College-Long Beach,CA,3,0.3628318584,0.6428,,39876.0,9500.0,0.410122164,652.0,1,1
Taylor Andrews Academy of Hair Design-Provo,UT,3,0.4947368421,0.401,,36048.0,10556.0,0.4946236559,147.0,1,0
University of Florida-Online,FL,1,0.6871230933,0.2181,17843.0,71588.0,15000.0,0.7285548366,4627.0,3,0
Ogle School Hair Skin Nails-Stafford,TX,3,0.365248227,0.6944,,31488.0,7917.0,0.3838028169,550.0,1,1
